BHK,Rent,Size,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
1,4500,600,Madanayakahalli,Bangalore,Unfurnished,Bachelors/Family,1
2,16000,600,Sivanchetti Gardens,Bangalore,Unfurnished,Bachelors/Family,1
2,10000,700,Nagavara,Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,400,Hebbal,Bangalore,Unfurnished,Bachelors/Family,1
1,6000,400,Thammenahalli Apartmentge,Bangalore,Semi-Furnished,Bachelors/Family,1
2,13000,1000,Horamavu,Bangalore,Unfurnished,Bachelors/Family,2
2,10000,1200,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
3,55000,1603,Magadi Road,Bangalore,Semi-Furnished,Bachelors/Family,3
3,15000,1200,Bagalakunte,Bangalore,Semi-Furnished,Family,3
1,12000,420,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,9000,1200,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,2
3,36000,1771,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,3
3,37000,1200,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,Bangalore,Semi-Furnished,Bachelors/Family,3
2,6000,700,Ragavendra Industrial Estate,Bangalore,Unfurnished,Bachelors/Family,1
1,17000,610,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,800,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,1
1,7500,550,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,9500,750,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,1
2,13500,700,Mathikere,Bangalore,Semi-Furnished,Bachelors,2
1,9000,600,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
1,7000,360,J P Nagar,Bangalore,Unfurnished,Bachelors/Family,1
2,12000,800,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,Bachelors/Family,2
4,100000,3700,"Sanjeevini Nagar, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,5
2,12000,1200,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2
1,8500,480,"Prakruthi Township, Hennur",Bangalore,Furnished,Bachelors/Family,1
2,18000,1000,"M C Layout, Vijayanagar, Magadi Road",Bangalore,Semi-Furnished,Bachelors/Family,2
1,11000,800,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Semi-Furnished,Family,1
3,18000,900,Rajajinagar,Bangalore,Furnished,Bachelors/Family,2
3,17000,1450,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,3
1,6500,400,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1
2,11500,700,Near coffee board layout,Bangalore,Semi-Furnished,Bachelors/Family,2
2,22000,1000,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,2
1,13000,450,"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,Furnished,Bachelors/Family,1
3,20000,773,Mysore Road,Bangalore,Semi-Furnished,Bachelors,2
2,10000,1200,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1000,Begur Koppa Rd,Bangalore,Unfurnished,Bachelors/Family,2
1,8000,150,B.Narayanapura,Bangalore,Unfurnished,Bachelors/Family,1
2,12000,865,Ananth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,20000,600,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,800,Basavanagudi,Bangalore,Semi-Furnished,Bachelors/Family,1
1,8000,200,Old Airport Road,Bangalore,Semi-Furnished,Bachelors/Family,1
1,11000,600,Hebbal,Bangalore,Unfurnished,Bachelors,2
3,40000,1840,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2
2,10000,800,Hegganahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,30000,1600,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2
2,8000,600,Electronic City,Bangalore,Unfurnished,Bachelors/Family,1
2,15000,1100,"Vishwapriya Nagar, Begur",Bangalore,Unfurnished,Bachelors,2
2,12000,950,Nri Layout,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,905,Kanakapura Road,Bangalore,Semi-Furnished,Family,2
3,20000,1200,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors,2
3,13000,1000,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1
2,17500,1080,Electronic City,Bangalore,Furnished,Bachelors/Family,2
1,8000,600,Kamala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,8500,1000,Kachohalli,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7500,600,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,22000,1100,Rmv Extension Stage 2,Bangalore,Semi-Furnished,Bachelors/Family,2
1,6000,300,Nagarbhavi,Bangalore,Unfurnished,Bachelors/Family,1
2,32900,1200,Marathahalli,Bangalore,Furnished,Bachelors/Family,1
2,15000,800,J P Nagar,Bangalore,Furnished,Bachelors/Family,1
2,10000,535,"Moodalaplya, Vijayanagar",Bangalore,Unfurnished,Bachelors/Family,1
2,10000,800,"Bedarahalli, Magadi Road",Bangalore,Unfurnished,Bachelors/Family,2
3,21000,1159,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2
4,63000,2650,Kanakapura Road,Bangalore,Unfurnished,Bachelors,5
1,6900,50,Kodigehalli,Bangalore,Semi-Furnished,Bachelors,1
2,14000,700,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1
1,14500,550,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1
1,6500,700,Rukmini Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
2,13000,600,Vibhutipura,Bangalore,Unfurnished,Bachelors/Family,2
2,8000,600,"Mallasandra, Jalahalli West",Bangalore,Semi-Furnished,Bachelors/Family,1
2,18000,1000,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1100,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3
1,14000,750,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1
4,50000,2900,Kannur,Bangalore,Furnished,Bachelors/Family,4
2,14500,990,Bhattarahalli,Bangalore,Unfurnished,Bachelors/Family,2
2,15000,1300,Raghuvanahalli-Bcmc Layout,Bangalore,Furnished,Bachelors/Family,2
1,11500,550,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
3,15000,1360,Chandapura,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,600,"Marutinagar,",Bangalore,Semi-Furnished,Bachelors,2
2,18000,1200,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1050,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,840,Medahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,25000,1050,Hoysala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,10000,500,Nagarabhavi,Bangalore,Unfurnished,Bachelors/Family,1
2,8000,900,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,1
2,40000,1300,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,600,"Shamanna Garden, Wilson Garden",Bangalore,Unfurnished,Bachelors/Family,1
2,16000,900,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,23000,1100,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,2
2,25000,1100,"Jagadish Nagar, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,600,Kadugodi,Bangalore,Unfurnished,Bachelors/Family,1
2,17500,1250,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2
1,10000,415,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
3,39000,1200,Vidyaranyapura,Bangalore,Furnished,Bachelors/Family,3
3,22000,1200,Bommasandra,Bangalore,Unfurnished,Bachelors,2
2,18000,1000,Gottigere,Bangalore,Semi-Furnished,Family,2
2,23000,1300,Bangalore,Bangalore,Furnished,Bachelors/Family,2
2,20000,1150,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2
1,10000,450,"Malleshpalya, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,1
1,15000,600,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
2,17000,1000,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,56000,1900,Jaya Nagar Block 3,Bangalore,Unfurnished,Bachelors,3
3,43000,1700,"Arakere Mico Layout, Arakere",Bangalore,Semi-Furnished,Bachelors/Family,3
2,25000,1100,Seshadripuram,Bangalore,Semi-Furnished,Bachelors/Family,2
1,9000,500,Mudhaliar layout,Bangalore,Semi-Furnished,Bachelors/Family,1
3,31000,1757,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3
1,6000,300,Ullal Upnagar,Bangalore,Semi-Furnished,Bachelors/Family,1
1,5000,500,Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,16000,1200,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Unfurnished,Bachelors,2
1,20000,800,Koramangala,Bangalore,Semi-Furnished,Family,1
3,28000,1281,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,3
2,18000,1450,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2
1,12000,600,Basava Nagar,Bangalore,Semi-Furnished,Bachelors,1
2,20000,980,Mathikere,Bangalore,Furnished,Family,2
3,25000,1500,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,3
3,35000,1800,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,3
1,7000,400,C V Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,1
1,7500,600,"Banashankari Stage 3, Banashankari",Bangalore,Unfurnished,Bachelors,1
2,14000,1100,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
2,20000,1100,"Yelachenahalli, Kumaraswamy Layout, Kanakapura Road",Bangalore,Semi-Furnished,Bachelors,2
2,21000,1100,"Murugeshpalya, Airport Road",Bangalore,Unfurnished,Bachelors/Family,2
2,15000,700,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors/Family,2
1,5500,600,Hesaraghatta Main Road,Bangalore,Unfurnished,Bachelors,1
2,10000,700,Nri Layout,Bangalore,Unfurnished,Bachelors/Family,2
1,7000,250,"Konappana Agrahara, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1
2,11500,1200,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
3,22000,1450,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3
2,19000,1221,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors,2
2,15000,1250,"Dinnur, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2
2,10500,700,"Chikkasandra-Jalahalli West, Jalahalli West",Bangalore,Semi-Furnished,Family,1
2,12000,700,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,200,"Jp Nagar Phase 2, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,1200,Attibele,Bangalore,Semi-Furnished,Bachelors/Family,2
2,23000,600,"Devinagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2
1,6500,600,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1
3,29000,1800,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3
2,12000,900,"Fci Layout, Deepanjali Nagar",Bangalore,Unfurnished,Bachelors/Family,2
2,10000,1000,Mathikere,Bangalore,Semi-Furnished,Bachelors,2
2,12500,500,"Ombr Layout, Banaswadi",Bangalore,Semi-Furnished,Bachelors/Family,2
3,32000,1800,"Sinthan Nagar, Thanisandra",Bangalore,Semi-Furnished,Bachelors/Family,3
1,8000,416,Kengeri Hobli,Bangalore,Unfurnished,Bachelors/Family,1
2,10500,600,Kodichikkanahalli Main Road,Bangalore,Semi-Furnished,Bachelors/Family,1
1,6000,400,"Mangammanapalya, Hosur Road",Bangalore,Unfurnished,Bachelors/Family,1
3,16000,1200,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,45000,1600,Malleshwaram,Bangalore,Semi-Furnished,Bachelors/Family,3
1,6000,500,"Immadihalli, Whitefield",Bangalore,Semi-Furnished,Bachelors/Family,1
1,5000,500,"Bydara Halli, Benson Town",Bangalore,Semi-Furnished,Family,1
3,14000,1800,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,3
2,20000,900,Electronic City,Bangalore,Furnished,Bachelors/Family,2
1,11000,550,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
1,5500,600,"Chikkana Layout, Kammanahalli",Bangalore,Unfurnished,Bachelors,1
3,55000,1800,"Langford Town, Shanti Nagar, Hosur Road",Bangalore,Unfurnished,Bachelors,3
2,15000,976,"Jaya Nagar Block 5, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,1
1,8500,350,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,1100,Vidyaranyapura,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,500,"Guddadahalli, Mysore Road",Bangalore,Unfurnished,Bachelors/Family,1
1,7500,600,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors,1
2,16000,1100,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,20000,1150,"Hennur, Hennur Bagalur Road",Bangalore,Furnished,Family,2
2,14500,850,Basava Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,6000,600,Meenakshi Layout Hosa Road,Bangalore,Semi-Furnished,Bachelors/Family,1
2,14000,900,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2
1,7000,300,"Kattigenahalli, Bellary Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,27500,1130,Old Airport Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,18000,1200,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2
2,10000,1000,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2
3,31000,1700,"Electronics City Phase 1, Electronic City",Bangalore,Furnished,Family,3
2,15000,1100,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2
1,11000,300,Btm Layout,Bangalore,Semi-Furnished,Bachelors/Family,1
1,4500,600,"Peenya Industrial Area, Tumkur Road",Bangalore,Unfurnished,Bachelors/Family,1
1,10000,1000,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
2,10000,1200,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,2
1,9000,500,Nandini Layout,Bangalore,Semi-Furnished,Bachelors/Family,1
2,16000,1050,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,5000,350,"Chamundi Nagar, Rajajinagar",Bangalore,Unfurnished,Bachelors/Family,1
2,10000,1000,"Ilyas Nagar, Kumaraswamy Layout",Bangalore,Semi-Furnished,Bachelors/Family,2
1,15000,600,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1
1,3500,150,Yeshwantpur,Bangalore,Unfurnished,Bachelors/Family,1
2,16000,1400,Hebbal,Bangalore,Furnished,Bachelors/Family,2
2,17000,1387,"Nobo Nagar, Kalena Agrahara",Bangalore,Semi-Furnished,Bachelors/Family,3
3,30000,1350,K R Puram,Bangalore,Furnished,Bachelors/Family,2
2,12000,1020,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2
1,9000,600,Byrathi,Bangalore,Semi-Furnished,Bachelors/Family,1
1,6000,400,Doddanagamangala,Bangalore,Semi-Furnished,Bachelors/Family,1
1,20000,550,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1
3,30000,1400,"Btm Layout Stage 2, BTM Layout",Bangalore,Furnished,Bachelors/Family,2
2,20000,1050,"Hoodi Circle, Hoodi",Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,800,whitefield,Bangalore,Unfurnished,Bachelors/Family,2
2,20000,1100,Kodi Halli,Bangalore,Unfurnished,Bachelors/Family,2
3,25000,1500,Kammanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
1,9000,800,Yelechenahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,17000,800,J P Nagar,Bangalore,Semi-Furnished,Bachelors,1
2,16500,1200,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,450,"Kattigenahalli, Bellary Road",Bangalore,Unfurnished,Bachelors/Family,1
3,30000,1425,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2
2,8500,720,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
1,8000,700,Kadugodi,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1100,Jayanagar,Bangalore,Semi-Furnished,Bachelors/Family,2
3,30000,1645,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,3
1,7000,500,Kengeri Satellite Town,Bangalore,Unfurnished,Bachelors/Family,1
2,10000,600,Akshayanagar,Bangalore,Furnished,Bachelors/Family,2
1,5000,600,HMT Layout Nagasandra,Bangalore,Semi-Furnished,Bachelors/Family,1
3,30000,1893,Begur Road,Bangalore,Semi-Furnished,Bachelors,4
1,6500,450,Nimbekaipura,Bangalore,Unfurnished,Bachelors,1
1,10000,650,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors,1
1,18000,400,indiranagar near bda complex,Bangalore,Unfurnished,Bachelors,1
2,30000,1296,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,20000,1000,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2
1,16500,600,"Kr Garden-Murugeshpalya, Murugeshpalya, Airport Road",Bangalore,Unfurnished,Bachelors,1
1,15000,600,J P Nagar,Bangalore,Furnished,Bachelors/Family,1
2,15000,1000,"Srinagar, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1
1,70000,800,Nagarabhavi BDA complex,Bangalore,Unfurnished,Bachelors,1
1,22000,455,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,9750,575,Varanasi,Bangalore,Semi-Furnished,Bachelors,2
2,23000,1066,Manayata Tech Park,Bangalore,Unfurnished,Bachelors/Family,2
2,12000,850,Munnekollal,Bangalore,Semi-Furnished,Bachelors/Family,1
3,60000,1550,"Bhel Township- Malleshwaram, Malleshwaram",Bangalore,Semi-Furnished,Bachelors/Family,3
2,11000,1000,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2
2,12000,800,"Srinagar, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1
1,11000,450,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,19000,1350,"Coffee Board Layout, Nagavara",Bangalore,Semi-Furnished,Bachelors/Family,2
2,10000,1350,Rampura,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7500,600,"Mallathahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1
3,55000,2150,Basavanagudi,Bangalore,Semi-Furnished,Bachelors,3
2,11000,1080,Hosakerehalli,Bangalore,Semi-Furnished,Bachelors/Family,2
3,50000,1450,Old Airport Road,Bangalore,Semi-Furnished,Bachelors/Family,3
2,13500,700,Anantapura,Bangalore,Unfurnished,Bachelors/Family,2
2,16500,1200,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7000,500,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,10000,850,"Jyothi Nagar, Dooravani Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1
1,7000,400,"Bikasipura, kanakapura Road",Bangalore,Unfurnished,Bachelors/Family,1
1,18000,800,Gottigere,Bangalore,Furnished,Bachelors/Family,1
1,11000,600,Kudlu,Bangalore,Semi-Furnished,Family,1
1,9000,450,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1
3,60000,2080,Frazer Town,Bangalore,Semi-Furnished,Family,3
2,12500,650,Banashankari,Bangalore,Semi-Furnished,Bachelors/Family,1
2,16000,1100,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
2,30000,1025,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
2,17000,1100,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors,2
1,8000,350,Banaswadi,Bangalore,Unfurnished,Bachelors/Family,1
2,16500,1050,Vidyaranyapura,Bangalore,Furnished,Bachelors/Family,2
2,13000,600,"Banashankari Stage 3, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1
2,12000,800,"Horamavu Agara, Hormavu",Bangalore,Semi-Furnished,Family,2
2,17000,700,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
3,15000,750,"Hmt Layout Block 4, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,2
3,35000,1600,Hennur Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3
2,13000,1180,Electronic City,Bangalore,Semi-Furnished,Family,2
2,12000,1400,Kothanur,Bangalore,Semi-Furnished,Bachelors/Family,2
1,10000,750,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1
2,9000,580,Visthar,Bangalore,Semi-Furnished,Bachelors,1
1,6000,350,K R Puram,Bangalore,Unfurnished,Bachelors/Family,1
2,8900,1100,Sarjapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2
3,40000,1900,Basavanagudi,Bangalore,Unfurnished,Bachelors,3
2,24000,1105,"Syndicate Bank Colony, Arakere",Bangalore,Furnished,Bachelors/Family,2
2,18500,1080,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Furnished,Bachelors/Family,2
2,16000,1281,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
1,8000,600,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,850,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2
2,27000,1200,"Hennur, Hennur Bagalur Road",Bangalore,Semi-Furnished,Bachelors/Family,2
2,17000,900,Bhuvaneswari Nagar,Bangalore,Furnished,Bachelors/Family,2
3,50000,1250,"Bhel Township- Malleshwaram, Malleshwaram",Bangalore,Semi-Furnished,Bachelors/Family,3
2,14000,800,"Ews Colony, BTM Layout",Bangalore,Unfurnished,Bachelors,2
1,5000,500,Peenya 2nd Stage,Bangalore,Unfurnished,Bachelors/Family,1
2,8000,600,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2
3,20000,904,Gottigere Main Rd,Bangalore,Furnished,Bachelors/Family,2
2,15000,750,"Banashankari Stage 2, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,2
3,20000,1252,Kogilu,Bangalore,Semi-Furnished,Bachelors/Family,2
2,11000,1200,"Bhel Layout, Rajarajeshwari Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2
2,8500,440,Kamala Nagar,Bangalore,Furnished,Bachelors/Family,2
3,22500,1600,"Bohra Layout, Gottigere, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,3
2,15000,1200,Kodigenahalli,Bangalore,Furnished,Bachelors/Family,2
2,11000,950,Begur,Bangalore,Semi-Furnished,Bachelors/Family,2
2,11000,800,Battarahalli,Bangalore,Unfurnished,Bachelors/Family,2
2,9000,1000,Budigere Cross,Bangalore,Semi-Furnished,Bachelors/Family,1
2,15000,800,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,1
1,7000,400,Mathikere,Bangalore,Semi-Furnished,Bachelors/Family,1
1,5000,144,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1
1,18000,600,"Itpl, Whitefield",Bangalore,Furnished,Bachelors/Family,1
3,45000,2200,"Hsr Layout Sector 6, HSR Layout",Bangalore,Semi-Furnished,Bachelors,3
2,21000,1005,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,3
2,10000,1200,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2
2,15000,1180,Bommanahalli,Bangalore,Semi-Furnished,Family,2
2,11000,900,T Dasarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2
1,7500,500,Hosa Road Junction,Bangalore,Semi-Furnished,Bachelors/Family,1
3,22000,1100,"East Of Ngef Layout, Bennigana Halli",Bangalore,Semi-Furnished,Family,2
2,17000,1100,"Malleshpalya, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2
1,6000,400,Parappana Agrahara,Bangalore,Semi-Furnished,Bachelors/Family,1
2,20000,1250,"Ags Layout, Hebbal",Bangalore,Semi-Furnished,Family,2
2,18000,600,Marathahalli,Bangalore,Unfurnished,Bachelors/Family,2
2,13000,780,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1
2,38000,1274,Kanakapura Road,Bangalore,Semi-Furnished,Bachelors/Family,2
2,36000,1200,whitefield,Bangalore,Furnished,Bachelors/Family,2
1,7500,400,Chikkalasandra,Bangalore,Unfurnished,Bachelors/Family,1
1,9000,500,Maruthi Sevanagar,Bangalore,Unfurnished,Bachelors/Family,1
3,18000,1100,Doddabanahalli,Bangalore,Semi-Furnished,Bachelors,3
